"nct_id","phase_token","status_token","failure_token","failure_confidence","intervention_type","endpoint_category","endpoint_miss","sponsor_type","enrollment_ratio","duration_months","condition_token","why_stopped_raw","primary_endpoint_raw"
"NCT06941688","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","RESPONSE_RATE","False","OTHER",,"49.5","peripheral t-cell lymphoma (ptcl)","slow recruitment","Objective response rate"
"NCT03419403","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"19.1","glioblastoma multiforme","The study was terminated because clinical development of depatuxizumab mafodotin in glioblastoma was stopped due to lack of survival benefit.","Percentage of Participants Who Required a Change in Ocular Side Effect (OSE) Management"
"NCT03566342","NA","TERMINATED","REGULATORY","0.6","OTHER","OTHER","False","OTHER",,"95","labor pain","Preliminary analysis of data showed no significant findings","Pain scores"
"NCT02605083","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"39.6","cancer","The study was terminated after determination of the RP2D, prior to opening expansion cohorts)","Maximum tolerated dose (MTD)/Recommended dose (RD)"
"NCT01490983","NA","TERMINATED","BUSINESS","0.8","OTHER","OTHER","False","OTHER",,"68","chronic myeloid leukemia","Terminated due to lack of funding","eMedonline will be used to measure non-compliance in taking oral drug regimens."
"NCT06715254","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","INDUSTRY",,"28.3","tuberculosis","Due to the limited availability of eligible patients who met the study's criteria, as well as there has not been a case of tuberculosis, the study was terminated early.","Number of Active Tuberculosis Cases per 1000 Patient-years in Biologic Naive Patients Treated With Secukinumab"
"NCT00159510","PHASE1","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"125","sepsis","Inability to recruit the patients due to the short supply and changed local hospital protocol","Mortality"
"NCT01908413","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"28","lymphoma",,"To determine the maximum tolerated dose (MTD) and recommended Phase 2 (monotherapy) dose of oral CUDC-427 administered on a 14 days on/7 days off dosing schedule in subjects with advanced and refractory solid tumors or lymphoma"
"NCT04258020","NA","TERMINATED","EXTERNAL","0.8","DEVICE","OTHER","False","OTHER",,"1.7","ventilatory failure","Significant impact of COVID pandemic on ability to conduct study","Re-intubation Within 72 Hours"
"NCT03804424","NA","TERMINATED","UNKNOWN","0","DRUG","BIOMARKER","False","OTHER",,"34.4","multiple myeloma","Drug formulation changed, opening new trial","Feasibility of imaging MM patients with 64Cu-LLP2A-PET/MR as measured by average organ activity concentration of 64Cu-LLP2A"
"NCT01002859","PHASE2","TERMINATED","UNKNOWN","0","DRUG","BIOMARKER","False","OTHER",,"27","coronary artery bypass surgery","difficulties to include patients","Area under curve and maximal blood level of both troponin-T and Creatine Kinase-MB after cardiopulmonary bypass"
"NCT03635996","PHASE3","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","OTHER",,"23.1","paroxysmal supraventricular tachycardia","Study was stopped by the Sponsor","Time to Conversion of an Episode of PSVT to Sinus Rhythm (SR) After Study Drug Administration."
"NCT05376462","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","INDUSTRY",,"20.7","trauma","Only Phase 1 (observational) completed. Did not proceed to Phase 2 due to site time constraints/competing priorities.","Total units of red blood cells (RBC) transfused"
"NCT01611662","PHASE2","TERMINATED","SAFETY","0.8","DRUG","RESPONSE_RATE","False","OTHER",,"79.8","distal urethral cancer","Extreme Toxicity","Pathological Complete Response Rate Following Chemotherapy Before Surgery"
"NCT00605046","PHASE1","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"10","alzheimer disease","Scans showed no visual difference between affected subjects \& healthy volunteers","AV151-01: Evaluation of [123I] AV151 and SPECT as a marker of beta-amyloid protein deposition in subjects with Alzheimer disease in comparison to healthy subjects"
"NCT04595903","NA","TERMINATED","EXTERNAL","0.6","DEVICE","SAFETY","False","INDUSTRY",,"5.5","covid-19","Lack of eligible COVID-ICU patients","Incidence of treatment emergent adverse events"
"NCT00954070","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"32","gastroesophageal reflux disease","Difficulty in recruiting subjects for study","Specific microscopic changes in the esophageal mucosa as seen under the confocal endomicroscope"
"NCT02088970","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"31","bacterial keratitis","Difficulties in reaching the desired number of patients and intermediate analysis leading to discontinuation of the study.","Duration of corneal complete epithelial healing in days."
"NCT02081183","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"33","lupus nephritis",,"Creatinine Clearance"
"NCT01582594","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","INDUSTRY",,"11","hepatitis c","Sponsor's decision","To evaluate the accuracy of the CHIRONÂ® RIBAÂ® HCV 3.0"
"NCT04178902","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"10.9","multiple myeloma (mm)","Strategic considerations","Number of Participants with Adverse Events"
"NCT01627002","PHASE1","TERMINATED","UNKNOWN","0","BIOLOGICAL","SAFETY","False","INDUSTRY",,"11","healthy volunteers",,"Treatment Emergent Adverse Events"
"NCT01111539","PHASE3","TERMINATED","SAFETY","0.6","DRUG","OTHER","False","INDUSTRY",,"14.3","major depressive disorder (mdd)","The study was terminated early due to Sponsor decision, closure of this combination therapy program is unrelated to any safety issues, no signals of concern.","Phase C: Mean Change From End of Phase B (Week 8) in the Montgomery-Asberg Depression Rating Scale (MADRS) Total Score to End of Phase C (Week 14)"
"NCT03940339","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"6.6","anterolisthesis","Due to COVID-19 lockdown","Popliteal Angle Test"
"NCT01146457","NA","TERMINATED","EXTERNAL","0.6","DRUG","OTHER","False","OTHER",,"54","labor pain","Principal Investigator","Rate of Breakthrough Pain"
"NCT01037712","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"21","viral disease","not enough inclusion","pregnancies with unfavourable exit (symptomatic children at birth or medical interruptions of pregnancy practised for which has appeared cerebral echographic anomalies in connection with the fetal infection with CMV) at 24 hours"
"NCT01264081","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","RESPONSE_RATE","False","NIH",,"30.1","malignant melanoma","Protocol would not be able to reach stated accrual.","Count of Participants With a Partial Response (PR) and Complete Response (CR) to Lapatinib Who Have Metastatic Melanoma Harboring ERBB4 Mutations."
"NCT04712019","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","INDUSTRY",,"21.6","surgical wound","Lack of Enrollment","Percent Change in Lower Limb Volume"
"NCT05135000","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"21.8","pulmonary arterial hypertension","Sponsor Decision","Change From Baseline in Right Heard Catheterization Pulmonary Vascular Resistance (PVR) at Week 25"
"NCT03995407","NA","TERMINATED","EXTERNAL","0.8","OTHER","OTHER","False","OTHER",,"19.1","pressure ulcer","Resourcing issues impacted by COVID-19 pandemic.","Percentage Reduction in Wound Surface Area"
"NCT00653107","PHASE3","TERMINATED","ENROLLMENT","0.8","PROCEDURE","OTHER","False","OTHER",,"46","esophageal neoplasm","The study was closed prematurely due to slow recruitment","Dysphagia measured with the dysphagia grading scale at week +2 after start of treatment. Pain at rest measured with ESAS at week +2 after start of treatment."
"NCT01411007","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","True","OTHER",,"71.1","nicotine dependence",,
"NCT02537145","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"27","pregnancy","Not enough obese subjects could be recruited.","compliance (percentage of complete datasets)"
"NCT03163277","PHASE4","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"37.5","hiv","Sloww accrual and COVID-19 related problems (impossible to perform LPs)","6-month variation in global deficit score in NPZ-8 complete neurocognitive tests according to the study arm;"
"NCT00456612","PHASE1","TERMINATED","ENROLLMENT","0.6","PROCEDURE","SURVIVAL","False","OTHER",,"46","glioblastoma multiforme","Poor accrual","The Percent Progression -Free Survival at 6 Months Will be Tabulated"
"NCT01205828","PHASE2","TERMINATED","EFFICACY","0.8","DRUG","OTHER","False","OTHER",,"50","hepatocellular carcinoma","Lack of efficacy","Clinical Benefit Rate"
"NCT03233828","PHASE3","TERMINATED","ENROLLMENT","0.8","BIOLOGICAL","OTHER","False","OTHER",,"0.9","melanoma (skin)","Low enrollment numbers.","Assessment of Number of Patients Needed to Obtain Significance"
"NCT01215565","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"31","hepatocellular carcinoma","lack of inclusion","Objective response"
"NCT02901067","PHASE2","TERMINATED","EXTERNAL","0.8","DRUG","OTHER","False","OTHER",,"53.9","wounds and injuries","COVID-19 pandemic and high proportion of patients meeting exclusion criteria.","Incidence of VTE"
"NCT00205907","PHASE1","TERMINATED","UNKNOWN","0","BIOLOGICAL","SAFETY","False","INDUSTRY",,"26.9","pulmonary emphysema","Change in Formulation","Product-related life-threatening adverse events, permanently disabling complications and deaths"
"NCT05747053","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"26.2","kidney injury","will NOT resume","AlloSure value change"
"NCT02895945","PHASE3","TERMINATED","SAFETY","0.6","BIOLOGICAL","OTHER","False","INDUSTRY",,"49","hemophilia a","Takeda has determined that the benefit/risk profile does not support continuation of the surgery Study for this specific Congenital Hemophilia A with Inhibitors patient population.","Percentage of Surgeries With a ""Good"" or ""Excellent"" Response as Measured by the Global Hemostatic Efficacy Assessment (GHEA) Score"
"NCT02834572","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"18","hiv testing","PI (Koblin) at different institution","Number of participants reporting having an HIV test as assessed by questionnaire"
"NCT04865419","PHASE1","TERMINATED","SAFETY","0.6","DRUG","SAFETY","False","INDUSTRY",,"25.9","haematological malignancies","Trial terminated based on benefit-risk profile assessment","Number of Participants With Adverse Events (AEs) and Serious Adverse Events (SAEs) [Module 1]"
"NCT01003730","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"12","acute respiratory distress syndrome","PI has left the UMDNJ but may resume the study in her new place of employment.","cytokine levels in serum and bronchial aspirate"
"NCT05614128","NA","TERMINATED","BUSINESS","0.8","OTHER","OTHER","False","OTHER",,"18.7","cidp","Difficulty with Recruitment, Lack of Funding","Percentage of cutaneous nerves with segmental demyelination"
"NCT00065728","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"64","macular degeneration","Management decision","Percent of patients who maintained stable vision"
"NCT02682407","PHASE2","TERMINATED","BUSINESS","0.6","BIOLOGICAL","SAFETY","False","INDUSTRY",,"53.5","igan","Study terminated by Sponsor","Cohort 1-3: Proportion of IgAN, LN, MN, C3 Glomerulopathy Participants With Treatment Related Adverse Events (AE)."
"NCT01681407","NA","TERMINATED","UNKNOWN","0","OTHER","RESPONSE_RATE","False","OTHER",,"27","depression","Insufficient microRNA for the analysis","Depressive symptoms remission or response rates, under usual SSRI treatment."
"NCT00212407","NA","TERMINATED","REGULATORY","0.8","BIOLOGICAL","OTHER","False","OTHER",,"225.2","leukemia","Study NCT01656603 supersedes this study; FDA IND 6637","Engraftment"
"NCT01226992","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","OTHER",,"48","recurrent clostridium difficile infection","Unavailable study resources","A Randomized Controlled Trial of Oral Vancomycin Followed by Fecal Transplantation versus Tapering Oral Vancomycin Treatment for Recurrent Clostridium difficile Infection."
"NCT05388136","NA","TERMINATED","BUSINESS","0.8","PROCEDURE","OTHER","False","OTHER",,"31.1","head and neck cancer","Lack of funding","Death from any cause"
"NCT01557036","NA","TERMINATED","UNKNOWN","0","DEVICE","SAFETY","False","INDUSTRY",,,"brain aneurysm",,"Incidence of Neurological Adverse Events following PED use"
"NCT02724631","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"44.2","enteral nutrition","Unable to recruit; study determined not feasible to continue","Number of Successful Attempts to Restore EAD(P) Patency"
"NCT00622531","NA","TERMINATED","ENROLLMENT","0.8","DEVICE","OTHER","False","INDUSTRY",,"30","heart failure","Study terminated due to insufficient enrollment","composite endpoint of all cause mortality, hospitalization due to worsening heart failure and administration of IV drug therapy for worsening heart failure."
"NCT03660553","PHASE4","TERMINATED","EXTERNAL","0.6","DRUG","OTHER","False","OTHER",,"44.6","type 2 diabetes mellitus","PI left University of Miami","Hemoglobin A1c (HbA1c)"
"NCT02088372","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"99","varus deformity","All 4 sites were terminated due to low follow-up of patients and low interest in the study","Knee Society Score"
"NCT02163239","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"6","cholecystectomy","Not meeting primary objective of the study","Completion rate"
"NCT01275339","PHASE4","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"52.4","aortic stenosis","Difficulty enrolling patients and PI moved institutions.","Diastolic Function as Measured by Tissue Doppler e'"
"NCT03468075","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"27.3","sarcoma","Stopping rules met","Tumor Response"
"NCT02985801","PHASE1","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"28","pancreatic insufficiency","Study was terminated due to difficulty in recruiting subjects.","Change in Body Weight"
"NCT01528501","PHASE2","TERMINATED","UNKNOWN","0","DRUG","RESPONSE_RATE","False","OTHER",,,"metastatic gastric cancer","medical/ethical reasons","objective response rate within the first six treatment cycles"
"NCT00511901","PHASE4","TERMINATED","ENROLLMENT","0.6","DRUG","BIOMARKER","False","OTHER",,"30","anemia","Study enrollment was suspended in response to an FDA alert regarding the study drug. The study was subsequently terminated","Mean Hemoglobin Concentration at 8 Weeks After Entry Into the Study"
"NCT04034381","NA","TERMINATED","SAFETY","0.6","OTHER","BIOMARKER","False","OTHER",,"0.4","micronutrient deficiency","Study suspended due to civil unrest and corresponding safety concerns and logistical challenges.","Household-level consumption of ""fortifiable"" foods"
"NCT01158729","PHASE1","TERMINATED","ENROLLMENT","0.6","DRUG","SAFETY","False","OTHER",,"28","postoperative hemorrhage","Grant funding expired, poor patient enrollment","Measurements of safety will be same or less than placebo controls."
"NCT00742053","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","INDUSTRY",,"9","primary focus: adult subjects who require picc placement","Enrollment rate was too slow.","Distance of Maximum P-wave Amplitude in Relation to Superior Vena Cava (SVC)/Right Atrium(RA) Junction"
"NCT02769637","NA","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"4.4","cystic fibrosis","unable to meet the target enrollment goal","Changes in the microbiota and inflammation"
"NCT01510977","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"15","colonoscopy failure",,"second colonoscopy failure due to inadequate bowel preparation (PEG+bisdacodyl group)"
"NCT00593957","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"70","rett syndrome","Study changed to a placebo controlled trial of dextromethorphan","Difference in EEG Spike Counts at Six Months Compared to Baseline for Each Treatment Arm."
"NCT03837457","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"9.9","cutaneous t-cell lymphoma/mycosis fungoides","Study no longer needed because eligible subjects may receive treatment with cobomarsen in a crossover arm of the SOLAR clinical trial (NCT03713320)","Proportion of subjects achieving an objective response of at least 4 months duration (ORR4)"
"NCT05493501","PHASE3","TERMINATED","BUSINESS","0.6","DRUG","SURVIVAL","False","INDUSTRY",,"8.5","nsclc","The study is being closed based on corporate changes at EQRx and is not related to any efficacy or safety issues with aumolertinib.","Progression Free Survival (PFS) as Assessed by Blinded Independent Central Review (BICR) Per Response Evaluation Criteria in Solid Tumors (RECIST) v1.1"
"NCT01904201","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","INDUSTRY",,"11","hiv positive",,"Correlation between QFM and CD4 counts and CD4/CD8 ratios"
"NCT00861965","PHASE1","TERMINATED","ENROLLMENT","0.6","BIOLOGICAL","SAFETY","False","INDUSTRY",,"14.9","advanced or refractory leukemia, lymphoma, multiple myeloma","withdrawn due to poor recruitment","To evaluate the safety of administration of an intravenous AlloStim-9 infusion and to define any drug-related toxicity and reversibility of such toxicity"
"NCT01441765","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","OTHER",,"56","renal cell carcinoma","Funding","Number of Participants With Adverse Events"
"NCT03195465","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"4.5","autism spectrum disorder","PI left institution. Efforts made to contact PI unsuccessful. No study data available.","Aberrant Behavior Checklist 2nd Edition"
"NCT00598767","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","OTHER",,"61","aortic valve insufficiency","funding issues","To use and compare state-of-the-art 3D CT scanner to acquire 3D images for segmentation and registration with subsequent acquired 3D ultrasound images"
"NCT00049738","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","NIH",,"179.2","childhood onset psychotic disorders",,"Accurate Diagnosis"
"NCT00395538","PHASE3","TERMINATED","SAFETY","0.6","DRUG","OTHER","False","NIH",,"131.1","hypoparathyroidism","Pharmacy temporarily suspended by FDA","Change in Bone Biopsy Cancellous Bone Volume (Cn.BV/TV)"
"NCT01289678","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","SURVIVAL","False","OTHER",,"122","acute myelogenous leukemia","Unable to meet accrual goals","Event-free Survival"
"NCT03301415","PHASE2","TERMINATED","SAFETY","0.6","DRUG","OTHER","False","NIH",,"14.5","congenital cytomegalovirus infection","Safety signal","The Number of Participants Developing Sensorineural Hearing Loss (SNHL) in at Least One Ear Between Baseline and Study Month 6"
"NCT03703908","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"20.8","focal segmental glomerulosclerosis","Program not advancing","The Number of Subjects With a Reduction in Urine Protein to Creatinine Ratio (UPCR) of at Least 20%"
"NCT04374708","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"46.3","gender dysphoria","The funding agency, the NICHD, did not make a non-competing continuation award for the fifth and final year of the project and moved the grant into closeout.","cerebral networks measured by functional magnetic resonance imaging (fMRI) mediating body perception and association with subjective own-body self-incongruence"
"NCT02476708","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"18.4","schizophrenia","Recruitment was not achieved as expected","Efficacy of curcumin (MATRICS - Composite Score t score)"
"NCT00060008","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"109","neurofibromatosis type 1","Study was closed early due to poor accrual.","Tumor Progression as Measured by Tumor Area and Volume at 1 Year."
"NCT00945425","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"4","healthy","Decided to stop development of this compound globally","To assess the safety and tolerability of multiple ascending oral doses of AZD7325 compared to placebo in healthy male Japanese subjects by assessment of adverse events, vital signs, physical examinations, laboratory parameters, ECGs and EEG."
"NCT01533376","PHASE1","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"84","sturge weber syndrome",,"Appearance of Port-wine Mark at treatment site"
"NCT00786968","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","OTHER",,"45","spinal cord compression","Due to slow enrolment.","safety of intrathecal enzyme treatment by blood and spinal fluid tests; improvement or stabilization in neurologic signs and symptoms of spinal cord compression"
"NCT00594750","NA","TERMINATED","EXTERNAL","0.8","OTHER","OTHER","False","OTHER",,"231.1","asthma","The restrictions on research imposed for the COVID-19 pandemic prevented us from continuing recruitment and visits. Funding was not sufficient to continue the study.","rheological measurements (viscosity and elasticity) in sputum from patients with acute severe asthma"
"NCT02899650","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"13","muscles","This was a research project that was conducted by a visiting scholar and his time for departure came earlier than the study completion.","Rate of Force Development"
"NCT04643691","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"14.8","covid-19","due to an Urgent Security Measure","SOFA score"
"NCT05212818","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","INDUSTRY",,"9.9","covid-19 pneumonia","Low patient accrual.","Percentage of patients able to maintain peripheral capillary oxygen saturation (SpO2) of >93% without oxygen support at Day 15."
"NCT03256318","NA","TERMINATED","ENROLLMENT","0.6","OTHER","QOL","False","OTHER",,"28.7","physical disability","Insufficient recruitment","Change in health related quality of life"
"NCT00500890","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"147.4","choroid plexus tumors","PI has left the institution","Main Phase (Started in 2006) Primary Specific Objective"
"NCT03471013","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"94.5","dsm-5 schizophrenia","difficulty of recruitement","Assessment of the correlation between caregiver beliefs about treatment and patient compliance"
"NCT00003113","PHASE2","TERMINATED","UNKNOWN","0","BIOLOGICAL","OTHER","False","OTHER",,"65","lymphoma",,"study the effectiveness of oral combination chemotherapy and G-CSF in elderly patients with intermediate- or high-grade non-Hodgkin's lymphomas."
"NCT04294160","PHASE1","TERMINATED","SAFETY","0.6","DRUG","OTHER","False","INDUSTRY",,"50.1","braf v600 colorectal cancer","The decision of early termination was made due to business reasons, and was not based on any safety concerns for any of the treatment combinations.","Incidence and nature of dose limiting toxicities (DLTs) in the first cycle"
