"nct_id","phase_token","status_token","failure_token","failure_confidence","intervention_type","endpoint_category","endpoint_miss","sponsor_type","enrollment_ratio","duration_months","condition_token","why_stopped_raw","primary_endpoint_raw"
"NCT04033159","PHASE1","TERMINATED","SAFETY","0.6","DRUG","SAFETY","False","INDUSTRY",,"29.4","centronuclear myopathy","Based on tolerability findings at the low dose level thus far, continuation of dosing or even dose escalation is not possible.","Number of Participants With Drug-related Treatment Emergent Adverse Events (TEAEs)"
"NCT03185559","NA","TERMINATED","EXTERNAL","0.6","DEVICE","OTHER","False","INDUSTRY",,"5.6","migraine","Investigator retierment","Pain Visual Analogue Scale (VAS) Change from basline to 1 hour"
"NCT03286062","PHASE1","TERMINATED","ENROLLMENT","0.8","OTHER","SAFETY","False","OTHER",,"29.7","ovarian cancer","Slow accrual","Frequency and severity of VM110 related toxicity assessed by NCI CTCAE criteria 4.03"
"NCT01542827","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","OTHER_GOV",,"29","musculoskeletal disorders","Lack of resources to perform the study","Neck pain intensity (scale 0-10)"
"NCT01555073","PHASE4","TERMINATED","EFFICACY","0.6","DRUG","OTHER","False","OTHER",,"24","uterine fibroids","Subjects did not meet inclusion criteria","Post Operative Pain Control"
"NCT00033969","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","True","NIH",,"150.3","complex regional pain syndromes",,
"NCT00928941","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER_GOV",,"19","post-traumatic stress disorder","The PI has left the project and the VA, as of 3/2011","neuropsychological test data"
"NCT00595166","NA","TERMINATED","EXTERNAL","0.6","DEVICE","OTHER","False","OTHER",,"69","healthy","Design changed to observational, not RCT. PI left USF; study closed.","The main objective of the study is to assess the effectiveness of a sheathed speculum compared to standard of care procedures in providing adequate visualization and access to the cervix in patients with excessive vaginal tissue."
"NCT00430794","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"21.1","hypertension","Difficulties with recruitment.","The primary endpoint will be the difference between the spironolactone and placebo groups in change in daytime average systolic blood pressure on ABPM from day 0 to day 42"
"NCT04286594","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","OTHER",,"30.7","anxiety","Terminated by sponsor","Self-Reported Anxiety as Assessed by the Beck Anxiety Inventory (BAI)"
"NCT03461666","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"45.8","primary insomnia","Study halted prematurely and will not resume; participants are no longer being examined or receiving intervention. COVID Complications.","Self Report Sleep Measures"
"NCT02992756","PHASE3","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"42.1","low ovarian reserve","Due to the difficulty in meeting the selection criteria by preventing continued recruitment to the trial. This has made recruitment more difficult and has prolonged the recruitment time to more than two years from the initially planned end of study","Number of follicles recruited after instability of ovarian growth factors"
"NCT05821322","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"22","type 1 diabetes","The protocol did not work.","Change in plasma glucose during exercise"
"NCT05001022","PHASE1","TERMINATED","REGULATORY","0.6","DRUG","SAFETY","False","INDUSTRY",,"9.7","chronic hepatitis b","ALT flares suggestive of drug induced liver injury","Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]"
"NCT05906251","PHASE1","TERMINATED","BUSINESS","0.6","OTHER","SAFETY","False","INDUSTRY",,"24.7","limb girdle muscular dystrophy","Study is being terminated due to a business decision.","Number of Treatment-Emergent Adverse Events (AEs) and Treatment-Emergent Serious Adverse Events (SAEs)"
"NCT01601431","NA","TERMINATED","EXTERNAL","0.8","DEVICE","OTHER","False","OTHER",,"34.2","adenoma","Study was inactivated by the IRB since PI left institution.","ADR Differences in Hispanic Patients Undergoing a Screening Colonoscopy With and Without Cap."
"NCT03344562","NA","TERMINATED","BUSINESS","0.6","DEVICE","OTHER","False","OTHER",,"34.3","cerebrovascular accident","Due to lack of resources (insufficient personnel) and due to technical problems with measurement of primary and secondary outcomes.","Hours of Sleep"
"NCT01066546","PHASE3","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"3","alzheimer's disease","See termination reason in detailed description.","Number of Participants With Adverse Events (AEs)"
"NCT03530527","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"15.8","malignant biliary stricture","The study was terminated because of difficulty in completing the study as originally planned","Technical success rate"
"NCT04228042","PHASE1","TERMINATED","BUSINESS","0.8","DRUG","SAFETY","False","OTHER",,"44.6","renal pelvis and ureter urothelial carcinoma","Drug manufacturer made the business decision to cease all infigratinib oncology research in the US and withdrew the IND","Safety and Tolerability - TOX Rate"
"NCT05080842","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"28.7","breast cancer","Voluntarily terminate the study since the sponsor's development strategy was adjusted.","Incidence of dose limiting toxicities (DLTs)"
"NCT06514742","PHASE3","TERMINATED","EFFICACY","0.6","DRUG","OTHER","False","INDUSTRY",,"9.9","depressive disorder, major","Early study termination due to insufficient efficacy.","Change From Baseline to Day 43 in Montgomery-Asberg Depression Rating Scale (MADRS) Total Score"
"NCT04981470","NA","TERMINATED","UNKNOWN","0","DEVICE","SAFETY","False","INDUSTRY",,"29.7","hypertension","Device modifications needed","Composite Major Adverse Event (MAE) Rate"
"NCT00891969","NA","TERMINATED","ENROLLMENT","0.8","OTHER","OTHER","False","OTHER",,"48.9","breast cancer","Slow accrual","The association between patients' and physicians' participatory communication and psychosocial outcomes."
"NCT01862783","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","NIH",,"37.1","malaria",,"Samples collected from the women will be used in in-vitro assays to assess the functional activity of antisera raised against pregnancy malaria vaccine candidates as the primary outcome of this study."
"NCT00519194","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"47","atrial fibrillation",,"Freedom From Atrial Fibrillation in the Absence of Any AF Therapies"
"NCT03262194","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"20.6","cytomegalovirus infections","The introduction of new recommendations for early neonatal infection has drastically reduced the need for gastric aspiration at birth.","Match between gastral aspirate PCR results and urine PCR results"
"NCT00820456","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"21","colorectal neoplasm","Study did not meet enrollment goals.","To determine the reproducibility of DCE-MRI measures of tumor Ktrans, kep, and ve for colorectal metastases to the liver (Arm A) and any cancer metastatic to the liver (Arm B), using projection interleaved back-projection DCE-MRI techniques."
"NCT01877356","NA","TERMINATED","SAFETY","0.6","PROCEDURE","OTHER","False","OTHER",,"20","anesthesia; adverse effect, spinal and epidural","intermittent evaluation of results: high incendence of complications","time to micturition (minutes)"
"NCT02047656","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"12","part 1 - healthy volunteers",,"Number of healthy volunteers reported with adverse events as an assessment of safety and tolerability (Part 1)"
"NCT04473651","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"16.1","healthy","The study was terminated for strategic reasons.","Number of participants with treatment emergent adverse events (Safety and Tolerability)"
"NCT04260802","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","INDUSTRY",,"61.4","cancer","Business Decision","Number of participants with a Dose Limiting Toxicity (DLT) in Phase 1b"
"NCT00089245","PHASE1","TERMINATED","BUSINESS","0.8","DRUG","OTHER","False","INDUSTRY",,"215.9","brain and central nervous system tumors","Corporate business decision. No safety or efficacy concerns.","Number of patients that have treatment related toxicities"
"NCT03565172","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"0.8","cerebral palsy, spastic","protocol with too many constraints. long protocol","slope of the torque-angle curve"
"NCT02241720","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"28.1","upper gi cancer","Low Accrual","Number of Participants With Stable Disease at Eight Weeks Post-Treatment"
"NCT04742920","NA","TERMINATED","EFFICACY","0.6","DEVICE","OTHER","False","OTHER",,"43.5","hematoma, subdural, chronic","The DSMB recommended to stop the study after the interim analysis, as the results shown a superiority of the embolization arm. 247 patient were finally enrolled.","Recurrence rate in the Experimental group vs. the Control group"
"NCT02755480","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"24","leukemia","PI has left UHN. This study is no longer running at UHN.","Image acquisition"
"NCT01051180","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"37.9","piles","Doppler device company wanted hospital to stop recruiting","Improvement of rectal bleeding"
"NCT02062788","PHASE3","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"23","insulin resistance","patient enrollment was failed.","Changes in HOMA-IR levels"
"NCT00034788","PHASE3","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","INDUSTRY",,"38","foot ulcer","Slow recruitment; Study did not address safety concern raised by European Medicines Agency","Time to complete ulcer healing."
"NCT04873427","NA","TERMINATED","UNKNOWN","0","OTHER","BIOMARKER","False","OTHER",,"21","prostate cancer","The results of the genomic analyses were compromised due to the low DNA concentration.","reconstruction of local PCa heterogeneity"
"NCT03099161","PHASE1","TERMINATED","EFFICACY","0.8","DRUG","OTHER","False","INDUSTRY",,"7.9","neoplasm","The data did not support study endpoints","Number of Participants With Dose-limiting Toxicities (DLTs)"
"NCT05009342","NA","TERMINATED","BUSINESS","0.6","DEVICE","OTHER","False","OTHER",,"21","ankle injuries","Inclusion of patients very limited due to lack of time and human resources dedicated to research.","Activities Scale for Kids (ASKp)"
"NCT00429169","PHASE4","TERMINATED","EFFICACY","0.6","DRUG","OTHER","False","OTHER",,"103","depression","Interim analysis showed differential treatment effects.","Go-No go Test"
"NCT03118154","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","INDUSTRY",,"12","endometriosis","Recruitment","Reported overall pain rating"
"NCT03878654","PHASE1","TERMINATED","REGULATORY","0.8","DRUG","OTHER","False","OTHER",,"8","asthma","IRB protocol violations","AST"
"NCT00978341","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"20","spinal cord injuries","See Detailed Description","Present Pain Intensity Score"
"NCT00670605","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,,"unspecified adult solid tumor, protocol specific",,"Number of patients with newly diagnosed cancer from 1990 to 2005 and treated at Vanderbilt-Ingram Cancer Center (VICC), in middle Tennessee, and the state of Tennessee"
"NCT01464294","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"38","restoration of posterior teeth","not a required sutudy to be posted","clinical performance"
"NCT02262494","NA","TERMINATED","ENROLLMENT","0.6","PROCEDURE","OTHER","False","OTHER",,"18.3","deep vein thrombosis","No recruitment","Diagnosis of deep vein thrombosis by portable ultrasound: yes/no"
"NCT02609256","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"19","middle cerebral artery infarction",,"Modified Rankin Scale(mRS) 0-3 vs mRS 4-6"
"NCT01770756","NA","TERMINATED","REGULATORY","0.6","OTHER","OTHER","False","OTHER",,"68.3","hypertension","IRB terminated study","Effects of two forms of self-care training on overall health of adults with hypertension"
"NCT01722422","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER_GOV",,"23","septic shock",,"all-cause mortality"
