"nct_id","phase_token","status_token","failure_token","failure_confidence","intervention_type","endpoint_category","endpoint_miss","sponsor_type","enrollment_ratio","duration_months","condition_token","why_stopped_raw","primary_endpoint_raw"
"NCT03473340","PHASE2","TERMINATED","EXTERNAL","0.6","DRUG","OTHER","False","OTHER",,"39.8","disorder related to lung transplantation","Slow and delayed recruitment due in part to COVID, led to a decision to end funding and terminate the trial.","Change in Percent of Functional Small Airways Disease (fSAD) as Measured by Parametric Response Mapping"
"NCT03782168","NA","TERMINATED","REGULATORY","0.8","OTHER","BIOMARKER","False","OTHER",,"30","abruptio placentae","IRB approval expired; failure to submit continuing review in time. Will re-open once IRB approval is reinstated.","Determine the level of placental-derived MPs (Microparticles/mL)"
"NCT01975350","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"47","ventilator associated pneumonia",,"clinical cure rate"
"NCT02053662","NA","TERMINATED","EXTERNAL","0.6","PROCEDURE","BIOMARKER","False","OTHER",,"117.8","bladder cancer","No publishable data was acquired from the study and the primary researcher left over 5 years ago.","Identify novel biomarkers for bladder cancer"
"NCT04614246","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"15.1","endometriosis","Study terminated by Sponsor","Absolute Change in Mean Worst Endometriosis Associated Pelvic Pain (EAPP), Primary Per Protocol Set (pPPS)"
"NCT06114303","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","INDUSTRY",,"15.1","dysbiosis","This study was terminated early on 16/06/2025 because the initial results obtained from the 14 pairs of patients included were sufficient to satisfactorily address the research question posed in the context of the thesis.","Transcriptional activity of microbiomes"
"NCT00487903","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"6","coronary artery disease","Discontinued PB127 development program for business reasons","Determination of optimal machine settings and imaging parameters for myocardial perfusion for a variety of ultrasound imaging systems to be used in upcoming clinical trials"
"NCT04601103","NA","TERMINATED","SAFETY","0.6","DRUG","OTHER","False","INDUSTRY",,"2.1","oral mucosal disorder","Device Deficiency","Number of Participants With Oral Mucosal Exfoliation (Oral Sloughing)"
"NCT02349386","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","INDUSTRY",,"30.4","cancer of the prostate","Inability to recruit patients","Maintenance of Testosterone Suppression at Week 12"
"NCT00038805","PHASE2","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","OTHER",,"42","leukemia",,"Maximum Tolerated Dose (MTD) of CMA-676"
"NCT01870856","NA","TERMINATED","EFFICACY","0.6","DEVICE","OTHER","False","INDUSTRY",,"3","lid wiper epitheliopathy","Primary efficacy was not demonstrated in Stage 1","Stage 1: Percent of Eyes Experiencing at Least 1 Grade Reduction in LWE at 2 Weeks"
"NCT01189422","PHASE1","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"6","type 1 diabetes mellitus",,"Dose regimen"
"NCT06484751","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","OTHER",,"10.7","chronic low-back pain","Recruitment difficulties","The percentage of patients who utilize the SelfBack app"
"NCT02958202","PHASE2","TERMINATED","REGULATORY","0.6","DRUG","SAFETY","False","INDUSTRY",,"5","duchenne muscular dystrophy","Regulatory approval was not obtained for drisapersen, hence BioMarin is stopping the development of all exon skipping oligonucleotides in DMD.","Number of subjects with 1 or more treatment emergent adverse events following BMN044 dosing"
"NCT01693653","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"14","behcet syndrome","low enrollment","Primary Outcome"
"NCT02829372","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"36","her2 expressing solid tumours","Study halted prematurely and will not resume; participants are no longer being examined or receiving intervention","Maximal Tolerated Dose (MTD) of GBR 1302"
"NCT01089777","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"46.1","coronary artery disease",,"Monitor coronary artery flow during exercise stress test."
"NCT01721577","PHASE1","TERMINATED","EXTERNAL","0.6","DRUG","OTHER","False","OTHER",,"36","glioblastoma","Investigator went to another institution.","Phase I - Determine Recommended Phase II Dose"
"NCT01941277","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","INDUSTRY",,"7","prediabetic state","funding withdrawn","A decrease in Insulin Resistance (IR) as measured by a change in IR."
"NCT02072057","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"55.4","cancer cachexia","Poor recruiting","Body weight"
"NCT05324501","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","INDUSTRY",,"22.7","recurrent glioblastoma","Strategic decision","Safety of MTX110 administered by CED"
"NCT02146846","NA","TERMINATED","UNKNOWN","0","DRUG","BIOMARKER","False","OTHER",,"57","chronic myelogenous leukemia",,"Percent of changes of AUC, trough Concentration from predicted values"
"NCT03327662","PHASE3","TERMINATED","ENROLLMENT","0.6","OTHER","SURVIVAL","False","OTHER",,"38.6","adenocarcinoma of the prostate","Underrecruitment","Overall Survival"
"NCT04645186","NA","TERMINATED","BUSINESS","0.8","DEVICE","OTHER","False","INDUSTRY",,"58","bone defects","The study was terminated following a change in company management.","Radiological healing"
"NCT02185170","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"14","prostate cancer","Results of 5 first patients show that chips' cauterization interferes the signal","Complete fluorescence measurement over each field of vision."
"NCT03054870","PHASE3","TERMINATED","EFFICACY","0.8","DRUG","OTHER","False","INDUSTRY",,"38.7","lung structure determination","Trial met primary efficacy endpoint target. No additional subjects necessary.","Blinded Readers Percent Agreement (PA) for Matching Image Views"
"NCT05128773","PHASE3","TERMINATED","SAFETY","0.6","DRUG","SURVIVAL","False","INDUSTRY",,"7.8","breast cancer","Sponsor decision to prematurely stop the study, not linked to any safety concern","Invasive Breast Cancer-free Survival (IBCFS)"
"NCT02956005","NA","TERMINATED","EXTERNAL","0.6","DRUG","SAFETY","False","OTHER",,"24","renal transplant recipients","IIS - PI left the institution. Subjects just followed to study completion","Primary Endpoint is to Determine the Rate of Calcineurin Inhibitor Toxicity as Measured by Surveillance Kidney Biopsies."
"NCT02712905","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","INDUSTRY",,"71.3","solid tumors and hematologic malignancy","Strategic Business Decision","Number of Participants Receiving INCB059872 Monotherapy With Any Treatment-emergent Adverse Event (TEAE)"
"NCT02100956","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"99.7","neuropathic pain","Cessation of funding period prior to completion, due to slow recruitment during the pandemic","Spontaneous Pain From Their Neuropathic Pain Disease"
"NCT03647722","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","OTHER",,"24.9","multiple sclerosis","Study funding was terminated.","Assess changes in the circulating regulatory B-cell population."
"NCT00642902","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"17","relapsing multiple sclerosis","Sponsor voluntarily decided to terminate trial due to increased MS disease activity in atacicept arms as compared to placebo during a routine IDMC review.","Mean Number of Time Constant 1 (T1) Gadolinium (Gd)-Enhancing Lesions Per Participant Per Scan"
"NCT04376502","NA","TERMINATED","ENROLLMENT","0.8","OTHER","RESPONSE_RATE","False","OTHER",,"41.9","metastatic carcinoma","Poor enrollment","Change in Overall Response Rate (ORR) According to RECIST 1.1 Criteria"
"NCT03007537","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"38.9","acute kidney injury","lack of funds","Number of Participants With Acute Kidney Injury"
"NCT01867372","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","NIH",,"138.4","alzheimer's disease",,"Accelerated preclinical changes in brain structure and function in specific regions will predict which individuals develop cognitive impairment and Alzheimer s disease"
"NCT06619795","NA","TERMINATED","EXTERNAL","0.8","DEVICE","OTHER","False","OTHER",,"19","alzheimer disease (ad)","The study was interrupted before reaching the planned sample size due to the SARS-CoV-2 pandemic.","Mini Mental State Examination (MMSE)"
"NCT00739895","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"51","ventricular function, left",,"Left-ventricular systolic dysfunction, as defined by increased left ventricular end-diastolic volume"
"NCT05363839","PHASE1","TERMINATED","REGULATORY","0.6","DRUG","OTHER","False","OTHER",,"5.9","healthy volunteers","Based on the unblinded clinical data, the trial was terminated.","Number (%) of subjects experiencing orthostatic hypotension at any timepoint"
"NCT00994201","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"44","head and neck cancer","Study never accrued sufficient subjects","Determination of early or a prior prognostic markers of head and neck cancers, as measured by DCE-MRI, DW-MRI, and MRS, that characterize the differences between clinical responders and non-responders."
"NCT03910322","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","INDUSTRY",,"3.4","reduction of small intestinal ulceration risk","Decision made by Sponsor","primary endpoint - Lewis score high dose Bif195 vs Placebo"
"NCT03281122","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","INDUSTRY",,"18.8","heart failure","Business objectives have changed","Number of Serious Adverse Events (SAEs)"
"NCT02342353","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","OTHER",,"32.7","non-small cell lung cancer","Drug shortage","Dose-limiting toxicities and maximum tolerated dose (MTD) - Phase I only"
"NCT05676853","PHASE3","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","INDUSTRY",,"0.8","arginase i deficiency","Sponsor Decision","Treatment emergent adverse events"
"NCT05716295","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"14.7","advanced or metastatic solid tumors","Corporate decision","Dose Limiting Toxicities (DLT)"
"NCT02675439","PHASE1","TERMINATED","UNKNOWN","0","DRUG","SAFETY","False","INDUSTRY",,"51.3","advanced/metastatic solid tumors or lymphomas","No substantial anti-tumor activity was observed.","Safety: Number of patients reporting treatment-related adverse events that qualify as dose-limiting toxicities"
"NCT03130439","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","RESPONSE_RATE","False","OTHER",,"56.2","breast cancer","Slow accrual","Objective Response Rate"
"NCT02456675","PHASE2","TERMINATED","UNKNOWN","0","DRUG","RESPONSE_RATE","False","INDUSTRY",,"18.5","refractory hodgkin lymphoma","A decision was made to terminate the study due to the changing treatment landscape for the development of new agents in combination in Hodgkin lymphoma.","Objective Response Rate (ORR) as determined by the percentage of subjects achieving a partial response (PR) or complete response (CR)"
"NCT00480857","PHASE2","TERMINATED","BUSINESS","0.8","DRUG","OTHER","False","OTHER",,"88","prostate cancer","Lack of funding.","Percentage of Patients Alive Without Progression at 4 Years"
"NCT00546975","NA","TERMINATED","REGULATORY","0.6","OTHER","QOL","False","OTHER",,"23","patients following gastrointestinal surgery","Compliance unacceptably low.","Physical Component Summary (from SF 36 Quality of life questionnaire)"
"NCT03811275","NA","TERMINATED","EXTERNAL","0.8","OTHER","OTHER","False","OTHER",,"67.6","upper extremity paresis","The study was stopped during the COVID-19 Pandemic in March 2020 to prevent transmission. It did not reopen due to aging of the virtual reality technology.","Change in Fugl-Meyer Assessment (UE portion)"
"NCT02110212","PHASE3","TERMINATED","REGULATORY","0.6","PROCEDURE","OTHER","False","INDUSTRY",,"34.1","cataract","FDA approval received for product, no additional study subjects required.","Capsulotomy Dimension"
"NCT03373981","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","BIOMARKER","False","OTHER",,"56.5","als","Did not meet target enrollment","To evaluate safety and efficacy of repetitive transcranial magnetic stimulation (rTMS) using the FDA approved protocol in research subjects with ALS and other Neurodegenerative disorders."
"NCT01535781","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"35","hip fracture","Recruiting slower than expected.","Total Blood Loss"
"NCT03293381","NA","TERMINATED","EXTERNAL","0.6","DEVICE","OTHER","False","OTHER",,"72","non-ischemic cardiomyopathy","As per the investigators decision","Fluoroscopy guided EMB and EAM guided EMB on all patients meeting existing guidelines for biopsy."
"NCT02550119","NA","TERMINATED","ENROLLMENT","0.6","DRUG","RESPONSE_RATE","False","OTHER",,"47.4","malignant digestive system neoplasm","Insufficient accrual","Proportion of patients with complete response, defined as no emesis and no use of rescue medication"
