"nct_id","phase_token","status_token","failure_token","failure_confidence","intervention_type","endpoint_category","endpoint_miss","sponsor_type","enrollment_ratio","duration_months","condition_token","why_stopped_raw","primary_endpoint_raw"
"NCT04339621","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","INDUSTRY",,"29.8","autoimmune hepatitis","Lack of recruitment","To assess the utility of cT1 to risk stratify patients with Autoimmune Hepatitis (AIH)."
"NCT04899921","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","SURVIVAL","False","OTHER",,"22.9","melanoma","Due to poor enrollment","Median Global Progression-Free Survival (PFS)"
"NCT02361814","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"18.1","flexor tendon injury","Unfavorable results","Total range of movement of the injured finger"
"NCT01345214","PHASE1","TERMINATED","ENROLLMENT","0.8","DRUG","SAFETY","False","INDUSTRY",,,"chemotherapy-induced thrombocytopenia","The study was terminated due to slow accrual of subjects.","Safety and tolerability of ONO-7746 across ascending multiple doses using vital signs, physical examinations, ECGs, ECOG performance status, CT/MRI, laboratory tests"
"NCT06483022","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"19.9","pregnancy related","The study has been terminated because because adequate recruitment of health team members for participation in the BELIEVE training at the study sites was not achieved.","Severe Postpartum Pain"
"NCT02840929","NA","TERMINATED","ENROLLMENT","0.8","PROCEDURE","OTHER","False","OTHER",,"14","ogd","Slow recruitment","Rebleeding"
"NCT03736629","PHASE2","TERMINATED","EXTERNAL","0.8","DRUG","OTHER","False","OTHER",,"39.9","asthma chronic","Inability to accrue patients, particularly after COVID pandemic.","Asthma Control Test (ACT) Score Change From Baseline Over 8 Weeks"
"NCT05488145","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"32.7","anatomic stage i breast cancer ajcc v8","Insufficient Staff","Feasibility (Acceptability)"
"NCT01381757","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","True","NIH",,"21.2","tuberculosis, pulmonary",,
"NCT00739219","PHASE4","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"22","asthma","Study terminated due to lack of care guidelines in the protocol.","Asthma control days"
"NCT05644665","PHASE3","TERMINATED","BUSINESS","0.6","DRUG","RESPONSE_RATE","False","INDUSTRY",,"26.9","ulcerative colitis","Business objectives have changed","Proportion of participants with clinical remission as measured by the 3-component Mayo Score"
"NCT00712322","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","INDUSTRY",,"55.5","neurogenic detrusor overactivity","Due to extremely difficult enrollment.","Change From Baseline in Mean Maximum Bladder Capacity (MBC)"
"NCT00915629","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","INDUSTRY",,"13","vaginal candidiasis",,"The primary objective of this study was to investigate if Lactibiane candisis 5M supplementation could lengthen the time to relapse after initial local cure"
"NCT01366729","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","OTHER",,"45","stroke gait rehabilitation","Unable to recruite enough subjects to reach statistical power","Timed ""up and go"" test"
"NCT00271245","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","OTHER",,"72.9","liver disease","Insufficient funds to complete study.","Plasma selenoprotein P, Plasma GPX-3 activity, Total plasma selenium"
"NCT05553639","PHASE1","TERMINATED","SAFETY","0.6","BIOLOGICAL","OTHER","False","INDUSTRY",,"11.2","prostate cancer metastatic","Decision by the company to terminate the H-300-001 study early for non-safety related reasons.","Phase I"
"NCT00074295","PHASE2","TERMINATED","UNKNOWN","0","BIOLOGICAL","SURVIVAL","False","ACADEMIC",,"41","lung cancer","closed due to lack of availability of vaccine","Progression-free and overall survival"
"NCT00669695","PHASE2","TERMINATED","EFFICACY","0.6","DRUG","OTHER","False","OTHER",,"57.1","obstructive sleep apnea syndrome","Interim analysis performed without efficient results","The primary endpoint is the percent of peripheral arterial tone (PAT) improvement in comparison with the baseline situation."
"NCT02216539","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","ACADEMIC",,,"lung diseases","Change of sponsor","Average Pain Score (Visual Analog Scale) One Month After Surgery"
"NCT03023657","NA","TERMINATED","UNKNOWN","0","OTHER","BIOMARKER","False","OTHER",,"3.8","consciousness disorder","difficulties to realize the protocol","facial micro expression found in at least one patient on one video recording"
"NCT00762957","PHASE3","TERMINATED","SAFETY","0.6","DRUG","OTHER","False","INDUSTRY",,"1","diabetes mellitus","Hepatic Safety Signal Identified.","Change from baseline in glycosylated hemoglobin."
"NCT01556828","NA","TERMINATED","UNKNOWN","0","OTHER","BIOMARKER","False","OTHER",,"36","cutaneous lymphoma",,"Number of mutations"
"NCT02937402","NA","TERMINATED","ENROLLMENT","0.8","PROCEDURE","BIOMARKER","False","OTHER",,"16.5","non-small cell lung carcinoma","Slow accrual","Biomarker response to immune checkpoint inhibitor therapy as measured by Response Evaluation Criteria in Solid Tumors version 1.1 criteria"
"NCT00901537","PHASE1","TERMINATED","ENROLLMENT","0.6","DRUG","SAFETY","False","OTHER",,"31.9","non-small cell lung cancer","Sponsor terminated due to no enrollments within last 4 months.","Evaluate the safety and toxicity of azacitidine and cisplatin combination."
"NCT06654245","NA","TERMINATED","ENROLLMENT","0.8","OTHER","OTHER","False","OTHER",,"7.1","stage i lung cancer","Low accruals, PI decision","SHAREDCare's Qualitative Acceptability"
"NCT00977145","PHASE1","TERMINATED","ENROLLMENT","0.8","BIOLOGICAL","SAFETY","False","OTHER",,,"melanoma","Closed short of the enrollment goal, due to slow enrollment and adequate data to address endpoints","Safety: To determine the safety of administration of intratumoral interferon gamma with a peptide-based vaccine in patients with cutaneous or subcutaneous metastases of melanoma."
"NCT04105777","NA","TERMINATED","ENROLLMENT","0.8","DEVICE","OTHER","False","OTHER",,"36","solid tumor","Low recruitment","patients' autonomy"
"NCT01183377","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"29","menstruation disturbances","the study terminated last week","Prevalence of Female Athlete Triad among Elite female athlete in Iran in 2006"
"NCT00775957","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,,"non-hodgkin's lymphoma","Terminated by institutional review board","Staging and ReStaging scans"
"NCT00517881","PHASE3","TERMINATED","ENROLLMENT","0.8","DRUG","BIOMARKER","False","INDUSTRY",,"29","anemia","The study was terminated due to the slow recruitment rate.","Percentage of Participants Maintaining Mean Hemoglobin Concentration Within Plus or Minus (+/-) 1 Gram Per Deciliter (g/dL) of Their Reference Hemoglobin and Within the Target Range"
"NCT04063228","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","OTHER",,"11.5","neurological injury","Lack of resources","Recruitment Feasibility"
"NCT01075230","NA","TERMINATED","ENROLLMENT","0.6","PROCEDURE","BIOMARKER","False","INDUSTRY",,"35","osteoarthritis","Intended as multi-center. 1 of 2 sites could not participate. Enrollment discontinued after 50/100. Subjects followed per protocol.","Change in hemoglobin (Hgb) level"
"NCT02454530","NA","TERMINATED","UNKNOWN","0","BIOLOGICAL","BIOMARKER","False","INDUSTRY",,"28","chemotherapy-induced neutropenia","The study was stopped due to the judicial liquidation of the CRO in charge of this study.","Percentage of Participants by Level of Importance of Factors Determining the Use of Nivestim"
"NCT00592228","NA","TERMINATED","ENROLLMENT","0.8","DEVICE","OTHER","False","OTHER",,"24","coronary angiography","due to slow enrollment","Clinical event: Cardiac death, myocardial infarction, target lesion revascularization"
"NCT00918645","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"45","metastatic cancer",,"Number of Patients Whose Samples Were Measured for Pharmacokinetics"
"NCT02850081","PHASE3","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","False","OTHER",,"34","carotid artery stenosis","The study was terminated early due to recruitment limitations, particularly difficulty enrolling statin-naÃ¯ve patients","Prevalence of eCD"
"NCT03116581","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"29.6","healthy","Insufficient on-site staff to manage study","Modulation of the decisional parameter by the payoff conditions"
"NCT03804528","NA","TERMINATED","EXTERNAL","0.8","OTHER","OTHER","False","OTHER",,"26.7","sedentary behavior","Due to COVID-19 Pandemic","Change in TMS Plasticity Measures"
"NCT04737330","PHASE3","TERMINATED","EFFICACY","0.8","DRUG","OTHER","False","INDUSTRY",,"17.5","thyroid eye disease","Analysis of blinded patient data showed a very low probability of the study meeting the primary efficacy endpoints. No safety concerns were identified","Plan A - Percentage of Participants Achieving Overall Response"
"NCT02644122","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","RESPONSE_RATE","False","OTHER",,"1","metastatic squamous neck cancer with occult primary squamous cell carcinoma","Slow enrollment","To Determine ORR"
"NCT04785651","NA","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"50.5","monocompartimental tibiofemoral osteoarthritis","Patient enrollment was proceeding slower than planned","Perioperative blood loss (haemoglobin balance):"
"NCT00790829","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"52","postoperative pain",,"The efficacy of a low dose nicotine patch of seven milligrams placed before surgery and its effect on decreasing pain after surgery is the main purpose of the study."
"NCT03095612","PHASE1","TERMINATED","BUSINESS","0.8","DRUG","OTHER","False","OTHER",,"59.4","non-small cell lung cancer","Funding Sponsor no longer supporting study","Number of Participants With Dose Limiting Toxicities (DLT)"
"NCT04566965","NA","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","OTHER",,"10.4","covid19","CARES and institutional funding ended","The 12-month cumulative incidence of acquired COVID infection in the study cohort."
"NCT03455751","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"8.8","colorectal cancer","Failed to meet enrollment goals","Post-operative opioid use"
"NCT05160402","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","INDUSTRY",,"8.3","healthy volunteers","Sponsor decision","Safety & tolerability of IGM-6268 by assessing the number, severity, and type of adverse events per CTCAE 5.0"
"NCT03706872","NA","TERMINATED","EXTERNAL","0.8","OTHER","OTHER","False","OTHER",,"21","obese pregnant women","Women's confinement for COVID-19 pandemic and changes on prenatal care.","Gestational weight gain"
"NCT01565772","PHASE1","TERMINATED","ENROLLMENT","0.8","OTHER","SAFETY","False","OTHER",,"39","non-small cell lung cancer","Slow accrual","MTD"
"NCT02496039","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"8","pseudobulbar affect (involuntary laughing and/or crying)","The study was terminated prematurely because of difficulty with recruiting.","Scores on the Center for Neurologic Study-Lability Scale (CNS-LS)"
"NCT01737957","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"3.9","proliferative diabetic retinopathy","Undefined","Macular thickness change"
"NCT00790101","PHASE4","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"4","osteoporosis, postmenopausal",,"Compare the effects of risedronate and raloxifene on lumbar spine (LS) bone mineral density (BMD) in osteopenic women previously treated with HRT, who discontinued HRT at least 3 months prior to the study but no greater than 18 mos"
"NCT01025401","NA","TERMINATED","EXTERNAL","0.6","DEVICE","OTHER","False","OTHER",,"17","epileptic patients with motor manifestations during seizures","departure of a collaborator in charge of the data collection","3-D accelerometric and magnetic sensors"
"NCT02394912","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","INDUSTRY",,"17.3","pulmonary embolism","Unsatisfactory filter deployment in several cases","Technical Success Rate"
"NCT02197819","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"60","primary anterior shoulder dislocation","Slow patient enrolment","Re-dislocation of shoulder"
"NCT02321319","PHASE3","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","INDUSTRY",,"22.8","chronic pain","Business decision - product discontinued","Number of Participants With Adverse Events (AEs)"
"NCT01609530","NA","TERMINATED","UNKNOWN","0","PROCEDURE","OTHER","False","OTHER",,"26","verruca vulgaris","Unable to accrue the projected number of patients required.","Wart clearance"
"NCT05497453","PHASE1","TERMINATED","BUSINESS","0.6","DRUG","SAFETY","False","INDUSTRY",,"27.1","hepatocellular carcinoma","Sponsor decision to terminate after monotherapy dose escalation.","Determine Dose limiting toxicities (DLT)and maximum tolerated dose ( MTD) (Part 1 escalation and Part 2 safety run-in)"
"NCT01080339","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"12","insulin resistance","Unable to recruit participants.","Insulin sensitivity (HOMA-IR)"
"NCT00149357","NA","TERMINATED","ENROLLMENT","0.8","OTHER","OTHER","True","OTHER",,"41","venous thromboembolism","Funding withdrawn due to low enrollment",
"NCT02612701","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"60","coronary artery disease","Due to the pandemic we decided to terminate this project.","Myocardial Perfusion (change in microvascular flux rate from baseline at 30 minutes)"
"NCT01954901","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","OTHER_GOV",,"22","wagner grade 2 lower extremity ulcers","Failure to enroll subjects due to change in referral policy.","Changes in wound size - wounds measured by length, width and depth"
"NCT01303419","NA","TERMINATED","BUSINESS","0.6","DEVICE","OTHER","False","INDUSTRY",,"27","breast cancer","Sponsor determined there was sufficient material collected to answer the study questions.","Completion of CE-BMRI and DE-CEDM"
"NCT00379119","NA","TERMINATED","ENROLLMENT","0.8","OTHER","OTHER","False","OTHER",,"57","prostate cancer","low accrual","Size of thymus as assessed by CT scan"
"NCT02872428","PHASE1","TERMINATED","ENROLLMENT","0.6","DRUG","SAFETY","False","OTHER",,"10.9","shock,hemorrhagic","at request of funding group because of failure to enroll more than one patient","Dose limiting toxicity (DLT)"
"NCT04719845","NA","TERMINATED","SAFETY","0.8","PROCEDURE","OTHER","False","OTHER",,"19.5","tracheal stenosis","Excess of serious adverse events in the endoscopic laser resection group","Relapse rate at 2 years of symptomatic tracheal stenosis (> 40%) requiring a new procedure"
"NCT03318939","PHASE2","TERMINATED","SAFETY","0.6","DRUG","RESPONSE_RATE","False","INDUSTRY",,"65.7","nsclc","Strategic business decision (unrelated to safety)","Objective Response Rate (ORR)"
"NCT02071875","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","INDUSTRY",,"85","vasospasm","Study recruitment was put on hold for interim data analysis and during this time period the PI requested to pre-maturely terminate the study","Sensitivity (moderate or severe)"
"NCT04925557","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"20.7","secondary-progressive multiple sclerosis","Lack of recruitment","Change From Baseline in PET Activation at 12 Months"
"NCT01443819","PHASE3","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"21.1","lumbar radiculopathy","recruitment problem","Visual Analog Score"
"NCT01201928","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,"17","type 1 diabetes mellitus","Parent trials were either not initiated or terminated","Comparison of change from baseline to final treatment visit in pulmonary function (FEV1 FVC, TLC and DLco) between treatment Groups (TI vs comparator arms) using ANCOVA models."
"NCT00367328","PHASE3","TERMINATED","UNKNOWN","0","DEVICE","RESPONSE_RATE","False","OTHER",,"12","hidradenitis suppurativa","Terminated: recruiting or enrolling participants has halted.","A successful treatment is expected to improve the quality of life significantly by causing remission of disease. The data obtained from this study will also allow the development of laser-based treatment protocols for hidradenitis suppurativa."
"NCT03218202","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"22.6","inflammatory bowel diseases","To focus on STRIDENT intervention studies as this study population is heterogenous","Development of symptoms"
"NCT05610995","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","OTHER",,"14.6","premature exit after colorectal surgery","recruitment faisibility","Evaluating the impact on length of stay of a return-to-home monitoring device versus enhanced rehabilitation after bowel resection surgery with anastomosis"
"NCT00149539","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","NIH",,"19","opioid-related disorders","Funding ended for the study","Opiate withdrawal"
"NCT00449657","PHASE2","TERMINATED","ENROLLMENT","0.6","DRUG","OTHER","False","OTHER",,"126.6","non small cell lung cancer","Poor accrual, change in standard of care.","Tumor response using RECIST criteria"
"NCT03121612","NA","TERMINATED","ENROLLMENT","0.6","DEVICE","OTHER","False","INDUSTRY",,"14.5","respiratory distress syndrome, newborn","insufficient number of subjects","FiO2"
"NCT05445128","PHASE2","TERMINATED","SAFETY","0.6","BIOLOGICAL","OTHER","False","INDUSTRY",,"7.3","sickle cell disease","This study was voluntarily terminated due to a business decision not to proceed, and not due to any safety issue.","Apheresis Collection Yield"
"NCT02667457","PHASE2","TERMINATED","BUSINESS","0.6","OTHER","OTHER","False","INDUSTRY",,"28.9","carotid artery plaque","Sponsor Decision based on strategic considerations","Number of Participants Evaluated for Imaging Feasibility"
"NCT05247957","NA","TERMINATED","UNKNOWN","0","BIOLOGICAL","SAFETY","False","OTHER",,"14.2","safety and efficacy","end","Dose-Limiting Toxicity"
"NCT00236301","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"34","healthy symptomatic menopausal women","terminated","Hs-C-reactive protein"
"NCT03065101","NA","TERMINATED","ENROLLMENT","0.8","DEVICE","OTHER","False","INDUSTRY",,"0","hip fractures","Low recruitment","Functional Independence Measure (motor portion)"
"NCT02953119","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"42","prehabilitation","Difficulty recruiting patients","Postoperative morbidity"
"NCT01393119","PHASE2","TERMINATED","REGULATORY","0.8","DRUG","OTHER","False","INDUSTRY",,"16","prostate cancer","FDA Clinical Hold","Percentage of Subjects That Reach Castration by Day 28"
"NCT01602328","PHASE2","TERMINATED","UNKNOWN","0","BIOLOGICAL","OTHER","False","INDUSTRY",,"26","acute kidney injury",,"Time to Kidney Recovery defined as a post-operative serum creatinine return to pre-operative baseline values."
"NCT00467610","PHASE2","TERMINATED","EFFICACY","0.8","DRUG","SAFETY","False","OTHER",,"20.1","myelodysplastic syndrome","lack of efficacy.","Safety and Tolerability of PanhematinÂ®."
"NCT00372710","PHASE3","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","INDUSTRY",,,"breast cancer with bone metastasis",,"Efficacy of a switch over from pamidronate therapy (2 infusions) to a treatment with zoledronic acid 4mg every 4 weeks (10 infusions) for 44 weeks in patients with breast cancer-related bone lesions"
"NCT04968860","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,"39.5","leukemia, lymphoblastic","Low casuistry that did not allow the study to continue","Evaluation of dental condition"
"NCT02754323","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"7","stress, physiological",,"the measured result by the CODESNA tool"
"NCT00138489","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","True","NIH",,,"plasmodium vivax malaria",,
"NCT02748668","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"103.1","extracorporeal membrane oxygenation","Study was not able to achieve primary objective and there is no intention to work towards its achievement","All cause mortality"
"NCT04035668","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","INDUSTRY",,"28.4","sjã¶gren syndrome","Sponsor's decision","Change From Baseline in EULAR SjÃ¶gren's Syndrome Disease Activity Index (ESSDAI) Total Score at Week 24"
"NCT01490710","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","False","OTHER",,,"invasive ventilatory support",,"Assess the impact of NAVA ventilation on hemodynamic parameters"
"NCT00014313","PHASE2","TERMINATED","ENROLLMENT","0.8","DRUG","OTHER","True","ACADEMIC",,,"sarcoma","low accrual",
"NCT02008513","PHASE2","TERMINATED","BUSINESS","0.6","BIOLOGICAL","SAFETY","False","INDUSTRY",,"15","alzheimerâ´s disease","Study AFF006A was early terminated by the sponsor based on the results of study AFF006.","Composite Measures of Primary Safety and Tolerability Endpoints"
"NCT01628913","PHASE2","TERMINATED","EFFICACY","0.6","DRUG","SURVIVAL","False","INDUSTRY",,"23","pancreatic neuroendocrine tumors (pnet)","This trial was terminated based on an interim analysis as BEZ235 did not demonstrate a progression free survival advantage to everolimus treatment.","Progression Free Survival (PFS)"
"NCT02987660","NA","TERMINATED","SAFETY","0.6","PROCEDURE","OTHER","False","INDUSTRY",,"4.8","myopia","management decision; non patient safety related reason","Percentage of Eyes With Manifest Refraction Cylinder Less Than or Equal to 0.5 Diopter (D) at 3 Months"
"NCT01006018","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"5","prediabetic state","Unanticipated delays due to sterilization/stabilization testing of GLP-1.","Insulin Secretion"
"NCT03556618","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"44","youth incarceration","It was not feasible to study the WPC intervention as a clinical trial due to disruptions caused by COVID-19.","Frequency of Past-month (30-day) Marijuana Use"
"NCT03283397","PHASE3","TERMINATED","EXTERNAL","0.8","DRUG","OTHER","False","INDUSTRY",,"51.2","multiple sclerosis, relapsing-remitting","During the Covid-19 pandemic, the study was unable to enrol further patients.","Superiority of efficacy of EK-12 to interferon beta-1a in patients with RRMS"
"NCT00507897","NA","TERMINATED","UNKNOWN","0","OTHER","OTHER","True","OTHER",,,"thyroid nodules","The received reliability with increase in quantity of participants of research did not vary",
"NCT04276610","NA","TERMINATED","EXTERNAL","0.6","OTHER","OTHER","False","OTHER",,"70.4","age-related macular degeneration","COVID-19 has delayed the study recruitment beyond the available funding","Rey Auditory Verbal Learning Test (RAVLT)"
"NCT04455620","PHASE1","TERMINATED","BUSINESS","0.6","BIOLOGICAL","OTHER","False","INDUSTRY",,"40","solid tumor","Sponsor decision","Number of Participants With Dose Limiting Toxicities (DLTs) During the DLT Evaluation Period in Part 1"
"NCT01276613","NA","TERMINATED","UNKNOWN","0","DRUG","OTHER","False","OTHER",,"99.5","pancreatic cancer","Per memo from study team","Intratumoral Gemcitabine Levels in Human Pancreatic Cancer Tissue"
"NCT00094120","PHASE2","TERMINATED","UNKNOWN","0","DRUG","OTHER","True","INDUSTRY",,"28","macular degeneration",,
"NCT03576768","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"13.7","smoking, cigarette","Study terminated due to PI leaving the institution.","Change in Cigarette Dependence After 10 Days of Treatment"
"NCT03870750","PHASE2","TERMINATED","EFFICACY","0.8","OTHER","QOL","False","OTHER",,"76.5","hematopoietic and lymphoid cell neoplasm","Study terminated due to meeting interim analysis futility endpoint. No difference was found between two treatment arms at interim analysis of primary outcome.","Improvement in health-related quality of life (HRQOL) (Phase II)"
"NCT02757391","PHASE1","TERMINATED","UNKNOWN","0","BIOLOGICAL","SAFETY","False","OTHER",,"13.8","colorectal adenocarcinoma","Study halted prematurely and will not resume; participants are no longer being examined or receiving intervention.","Incidence of toxicity defined as grade 3 or 4 non-hematologic or grade 4 hematologic toxicity per Common Terminology Criteria for Adverse Events version 4.0"
"NCT05193318","PHASE2","TERMINATED","EXTERNAL","0.6","DRUG","OTHER","False","OTHER",,"14.2","opioid use disorder, severe, in sustained remission","Primary Investigator leaving institution","Montgomery Asberg Depression Rating Scale"
"NCT02598297","PHASE3","TERMINATED","ENROLLMENT","0.6","DRUG","SURVIVAL","False","INDUSTRY",,"20.6","myelofibrosis with high molecular risk mutations","Unresolvable inability to recruit the patients.","Progression Free Survival (PFS-1)"
"NCT03404310","NA","TERMINATED","ENROLLMENT","0.6","OTHER","OTHER","False","OTHER",,"20.1","human papilloma virus","Lack of recruitment","Clearance rates of high risk HPV"
"NCT02649920","NA","TERMINATED","UNKNOWN","0","DEVICE","OTHER","False","OTHER",,"5","delivery","Delayed inclusion","Bishop Score After 24 Hours of Maturation"
"NCT01842282","PHASE2","TERMINATED","BUSINESS","0.6","DRUG","OTHER","False","OTHER",,"7.3","diabetes mellitus type 2","Due to limited funding, trial was suspended, intending to restart with additional funds; then preliminary results were obtained, and research moved on to placebo controlled trial. Results for both have been published.","HbA1c"
