ID,SMILES,QED,LogP,SA_Score,SA_Grade,hERG,BBB,DILI,Bioavail,AMES,Tox_Status,SA_Status,Tox_Reasons,FINAL
gen9__ref_Nmethyl_pip,CN1CCC(COC23CC4CC(CC(O)(C4)C2)C3)CC1,0.861,2.429,4.72,🟡 보통,0.294,0.909,0.015,0.811,0.019,PASS,PASS,—,✅ PASS
gen9__pip_4c_4cn2f,CN1CCC(COC23CC4CC(CC(O)(C4)C2)C3)CC1Cc1ccc(C#N)cc1F,0.793,4.051,5.3,🟠 어려움,0.821,0.868,0.083,0.721,0.037,FAIL,PASS,hERG=0.82≥0.4 (심장독성 — 낮을수록 안전),❌ FAIL
gen9__pip_4c_methoxy,COc1ccc(CC2CC(COC34CC5CC(CC(O)(C5)C3)C4)CCN2C)cc1,0.784,4.048,5.03,🟠 어려움,0.921,0.933,0.051,0.721,0.025,FAIL,PASS,hERG=0.92≥0.4 (심장독성 — 낮을수록 안전),❌ FAIL
gen9__pip_4c_cn,CN1CCC(COC23CC4CC(CC(O)(C4)C2)C3)CC1c1ccc(C#N)cc1,0.856,4.041,5.14,🟠 어려움,0.694,0.827,0.126,0.779,0.056,FAIL,PASS,hERG=0.69≥0.4 (심장독성 — 낮을수록 안전),❌ FAIL
gen9__pip_N_cyanophenyl,N#Cc1ccc(N2CCC(COC34CC5CC(CC(O)(C5)C3)C4)CC2)cc1,0.879,3.875,4.57,🟡 보통,0.499,0.757,0.46,0.768,0.063,FAIL,PASS,hERG=0.50≥0.4 (심장독성 — 낮을수록 안전) | DILI=0.46≥0.4 (약물유발 간손상 — 낮을수록 안전),❌ FAIL
gen9__difluoro_pip_core,CN1CC(COC23CC4CC(CC(O)(C4)C2)C3)CC(F)(F)C1,0.869,2.674,5.41,🟠 어려움,0.282,0.886,0.028,0.833,0.059,PASS,PASS,—,✅ PASS
gen9__pip_core_only,CN1CCC(COC23CC4CC(CC(O)(C4)C2)C3)CC1,0.861,2.429,4.72,🟡 보통,0.294,0.909,0.015,0.811,0.019,PASS,PASS,—,✅ PASS
